title,price,overview,popularity,release_date,runtime,tagline,,vote_average,vote_count,,original_language,original_title
Lucky Number Slevin,6.99,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",11.15092,24/02/2006,110,Wrong Time. Wrong Place. Wrong Number.,,7.4,1356,,en,Lucky Number Slevin
This Film Is Not Yet Rated,6.99,"Kirby Dick's provocative documentary investigates the secretive and inconsistent process by which the Motion Picture Association of America rates films, revealing the organization's underhanded efforts to control culture. Dick questions whether certain studios get preferential treatment and exposes the discrepancies in how the MPAA views sex and violence.",5.205826,26/01/2006,98,"Censorship, uncensored.",,7.3,118,,en,This Film Is Not Yet Rated
09-Nov,7.99,"An on-the-scene documentary following the events of September 11, 2001 from an insider's view, through the lens of two French filmmakers who simply set out to make a movie about a rookie NYC fireman and ended up filming the tragic event that changed our lives forever.",1.48066,10/03/2002,128,The Filmmakers' Commemorative Edition,,7.6,21,,en,09-Nov
Soldier Blue,6.99,"After a cavalry group is massacred by the Cheyenne, only two survivors remain: Honus, a naive private devoted to his duty, and Cresta, a young woman who had lived with the Cheyenne two years and whose sympathies lie more with them than with the US government. Together, they must try to reach the cavalry's main base camp. As they travel onward, Honus is torn between his growing affection for Cresta.",3.391783,12/08/1970,112,The most savage film in history!,,7.1,42,,en,Soldier Blue
Peaceful Warrior,6.99,A chance encounter with a stranger changes the life of a college gymnast.,10.398351,30/03/2006,120,There are no ordinary moments.,,7.3,95,,en,Peaceful Warrior
Tammy and the Bachelor,7.99,An unsophisticated young woman from the Mississippi swamps falls in love with an unconventional southern gentleman.,0.922678,14/06/1957,89,All about a little Mississippi riverboat gal who taught a sophisticated bachelor about love!,,7.8,7,,en,Tammy and the Bachelor
Who Killed the Electric Car?,6.99,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",8.570312,04/08/2006,92,A lack of consumer confidence... or conspiracy?,,7.2,59,,en,Who Killed the Electric Car?
Blessed Event,9.99,A New York gossip columnist (Lee Tracy) feuds with a singer (Dick Powell) and enjoys the power of the press.,0.090803,10/09/1932,80,Here it is! The scandalous comedy of a scandal columnist who rose FROM A KEYHOLE TO A NATIONAL INSTITUTION,,10,1,,en,Blessed Event
Little Miss Sunshine,7.99,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",5.320117,26/07/2006,102,A family on the verge of a breakdown,,7.5,1728,,en,Little Miss Sunshine
Rock 'n' Roll Nightmare,6.99,"At an old farmhouse, a family mysteriously dissapears at the hands of evil. Years later, hair metal band The Tritons comes to the farmhouse, whose barn now features a 24-track recording studio. Lead singer John Triton gets the band to perform their first night in the farmhouse after dinner, and weird little beasties suddenly appear, and strange things start to happen. Band members (and their tag along girlfriends) begin to act strangely and vanish one by one. Soon, only John Triton remains, and he holds a secret. Finally, the evil shows itself and a battle between heaven and hell ensues....",0.186921,02/01/1987,83,When you raise Hell...the Devil must be paid - in full!,,7.2,11,,en,Rock 'n' Roll Nightmare
The Fallen Idol,6.99,"The film is told through the naive eyes of a diplomat's young son, Phillipe, who idolises his best friend, the diplomat's butler Baines. Baines has constructed a heroic persona, full of exotic adventures, that fascinates the boy.",1.982942,30/09/1948,95,The suspense is almost unbearable....,,7.1,32,,en,The Fallen Idol
Young Mr. Lincoln,6.99,"A fictionalized account of the early life of the American president as a young lawyer facing his greatest court case. Ten years in the life of Abraham Lincoln, before he became known to his nation and the world. He moves from a Kentucky cabin to Springfield, Illinois, to begin his law practice. He defends two men accused of murder in a political brawl, suffers the death of his girlfriend Ann, courts his future wife Mary Todd, and agrees to go into politics.",2.062713,09/06/1939,100,The story of Abraham Lincoln that has NEVER been told!,,7.1,35,,en,Young Mr. Lincoln
Stranger Than Fiction,6.99,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.",10.798092,09/09/2006,113,Harold Crick isn't ready to go. Period.,,7.1,743,,en,Stranger Than Fiction
Cabin in the Sky,6.99,"Chronic gambler and carouser ""Little"" Joe Jackson is shot by Domino Johnson at Jim Henry's gambling club over an outstanding gambling debt. Little Joe's wife, the God-fearing Petunia Jackson, prays not only for her husband's mortal life, but also his eternal soul as she's afraid that if he dies now, he, despite not being an evil man, won't make it into heaven. As Little Joe is close to death, he is visited by agents of both the Lord and of Lucifer. They make a deal with him: they will give him six months to atone for the errors of his human life. Once back on Earth, he won't remember the deal but both the Lord and Lucifer will be watching over him, trying to get him to see things their way. As both sides try to get Little Joe's soul, they figure that some of the most powerful tools they have at their disposal are the women in Little Joe's life: Petunia on behalf of the Lord, and Georgia Brown, a gold-digging floozy, on behalf of Lucifer.",1.233446,09/04/1943,98,At Last on the Screen! The Musical Comedy Sensation!,,7.1,8,,en,Cabin in the Sky
The Illusionist,6.99,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",11.494009,18/08/2006,110,Nothing Is What It Seems.,,7.1,1657,,en,The Illusionist
The Music Box,7.99,"The Laurel &amp; Hardy Moving Co. have a challenging job on their hands (and backs): hauling a player piano up a monumental flight of stairs to Prof. von Schwarzenhoffen's house. Their task is complicated by a sassy nursemaid and, unbeknownst to them, the impatient Prof. von Schwarzenhoffen himself. But the biggest problem is the force of gravity, which repeatedly pulls the piano back down to the bottom of the stairs. Finally, the irate Professor explodes in fury to discover the ""mechanical blunderbuss"" in his home, not knowing it was a surprise birthday present from his wife.",2.186467,16/04/1932,29,Mr. Laurel and Mr. Hardy decided to reorganize and resupervise their entire financial structure- so they took the $3.80 and went into business.,,7.5,39,,en,The Music Box
Block-Heads,6.99,"It's 1938, but Stan doesn't know the war is over; he's still patrolling the trenches in France, and shoots down a French aviator. Oliver sees his old chum's picture in the paper and goes to visit Stan who has now been returned to the States and invites him back to his home.",1.440106,18/08/1938,57,90 Minutes of Happiness and Hi-Jinks,,7.2,19,,en,Block-Heads
Not as a Stranger,6.99,"Lucas Marsh, an intern bent upon becoming a first-class doctor, not merely a successful one. He courts and marries the warm-hearted Kristina, not out of love but because she is highly knowledgeable in the skills of the operating room and because she has frugally put aside her savings through the years. She will be, as he shrewdly knows, a supportive wife in every way. She helps make him the success he wants to be and cheerfully moves with him to the small town in which he starts his practice. But as much as he tries to be a good husband to the undemanding Kristina, Marsh easily falls into the arms of a local siren and the patience of the long-sorrowing Kristina wears thin.",0.294175,01/07/1955,135,stands alone! first as a book... now as a motion picture!,,7.2,6,,en,Not as a Stranger
Apocalypto,6.99,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",7.735233,07/12/2006,139,No one can outrun their destiny.,,7.3,1252,,en,Apocalypto
St. Martin's Lane,7.99,"On the sidewalks of the London theater district the buskers (street performers) earn enough coins for a cheap room. Charles, who recites dramatic monologues, sees that a young pickpocket, Libby, also has a talent for dancing and adds her to his act. Harley, the theater patron who never knew Libby took his gold cigarette case, is impressed by Libby's dancing and invites her to bring Charles and the other buskers in his group to an after-the-play party. Libby comes alone. A theatrical career is launched.",2.115376,18/10/1938,85,A Heart-Stirring Drama of Peace-Time London!,,8,5,,en,St. Martin's Lane
